review_features,hotel_score
Reception area and the common bathroom access rooms was very packed and bathroom was not good at all,6.7
The entire hostel had a good atmosphere to it and theres a lot of activities to do (such as air hockey tables). The location was also convenient as theres a metro just 5 minutes away but it was also around a 20 minute walk to the city center anyway.  Breakfast was included in the payment.The staff was really helpful. No Towels included. Have to pay extra to get one.,8
The staff were friendly helpful breakfast was good good location and facilities. Maps given were helpful and good transport links The bathroom has mould in it no foot towels so very slippy and dangerous people were very loud inside and outside. The beds werent made so hard to do this in the evening with everyone asleep very hot in the rooms even with windows open,7.1
Nothing Their elevator didnt work during my trip. The wiffi was weak in my room. They did not cover pillow cloths for us. We had to did by myself. There was not hand washer in my bathroom. Breakfast is poor,4
The room they provided us was reasonably spacious especially the bathroom was good considering my wife was on a wheelchair. Maybe the noise because being a hostel too much of youth were there adding to the bar accessibility on the premises.,9.2
The hostel is very well-located and the staff receptionist is really friendly. After all the problems they gave half of my money back. We didnt have electricity for 14 hours and water for personal care. The staff was available during the day and the night they had only one guy to do everything.,6.7
Room has its own bathroom Rooms are too small,7.1
The location and the breakfast Uncomfortable bed,7.9
They have a bar on the hostel which was really good and the service formidable. also the breakfast was delicious and is included with in the price. The room was really good and the size was great. ,9.2
It was comfortable and clean ... walking distance from the Center - about 20 min .. overall good property Staff could be more helpful..,8.3
Breakfast Unlike the last time I stayed here things have gotten far far worse.Elevator was not working at all no signal of internet in my room had to hang in the hallway (even there it was terrible and losing the signal all the time) no toiletries in the bathroom (soap at least ffs).No early breakfast can be scheduled if departing early.The electricity went out one evening.Showers water pressure was weak and the water not that hot. ,4
Nice rooms big bathroom. There was a table in the room with plenty of chairs which was nice. some places to put your clothes even hangers. Breakfast was good nothing special - cereal and toast there was coffee orange juice - enough to go through the morning. In my room there was no wifi although it worked in all the other rooms. Me and my roommates tried to ask the staff to fix it but they didnt so throughout all of my stay I had no wifi. I think the staff didnt put too much effort into solving our problem bc wifi worked in all the other rooms and that attitude makes me sad. Also take your own lock (costs 4 euros at the reception) and towel its 3 euros to rent it.,5
The work starf were friendly the breakfast is ok the room was clear. Its very nice that the hostel is located next to the river. 1) . I booked it  over one month before I started my journey I did hope I could have the peacful relax juring the stay but they told me I will move to another room after two nights I asked why there were a big travle group will come soon their anwsered. I had to do my packing and checked outbefore 10 am and then checked in after 3 pm that means there were 5 hours out of the servic and my rest time was disturbed rughly I do hope they would have some suitable way later.,8.3
